"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","Queenborough and Halfway","E05005070","Total",3139,2,230,886,1671,291,59
"2011","Roman","E05005071","Total",2171,4,329,639,1026,157,16
"2011","St Ann's","E05005072","Total",2270,8,213,829,942,226,52
"2011","St Michaels","E05005073","Total",2516,5,396,434,1108,450,123
"2011","Sheerness East","E05005074","Total",2441,4,381,682,1205,119,50
"2011","Sheerness West","E05005075","Total",2567,6,357,814,1283,80,27
"2011","Sheppey Central","E05005076","Total",3726,7,264,963,1772,578,142
"2011","Teynham and Lynsted","E05005077","Total",2235,6,172,579,1086,261,131
"2011","Watling","E05005078","Total",2230,2,166,603,1056,324,79
"2011","West Downs","E05005079","Total",1057,1,35,143,487,275,116
"2011","Woodstock","E05005080","Total",2051,2,71,496,990,391,101
"2011","Beacon Road","E05005081","Total",1900,5,175,523,913,226,58
"2011","Birchington North","E05005082","Total",1836,2,126,623,671,317,97
"2011","Birchington South","E05005083","Total",3108,6,311,1488,1019,222,62
"2011","Bradstowe","E05005084","Total",1943,1,158,611,737,328,108
"2011","Central Harbour","E05005085","Total",3832,10,991,1095,1021,452,263
"2011","Cliffsend and Pegwell","E05005086","Total",2083,3,128,628,841,382,101
"2011","Cliftonville East","E05005087","Total",2866,4,144,1008,1049,503,158
"2011","Cliftonville West","E05005088","Total",3998,22,1200,1675,538,309,254
"2011","Dane Valley","E05005089","Total",3198,2,340,1232,1309,241,74
"2011","Eastcliff","E05005090","Total",3773,19,894,1554,938,248,120
"2011","Garlinge","E05005091","Total",2009,4,187,489,959,297,73
"2011","Kingsgate","E05005092","Total",873,1,28,253,235,224,132
"2011","Margate Central","E05005093","Total",2537,16,822,969,487,166,77
"2011","Nethercourt","E05005094","Total",2021,2,75,864,856,166,58
"2011","Newington","E05005095","Total",2050,6,192,612,1113,97,30
"2011","Northwood","E05005096","Total",2841,4,357,1037,1204,191,48
"2011","St Peters","E05005097","Total",3064,5,253,966,1323,397,120
"2011","Salmestone","E05005098","Total",2373,5,325,810,919,256,58
"2011","Sir Moses Montefiore","E05005099","Total",2130,3,129,753,969,212,64
"2011","Thanet Villages","E05005100","Total",2948,2,226,997,1136,409,178
"2011","Viking","E05005101","Total",3120,3,390,920,867,671,269
"2011","Westbrook","E05005102","Total",1755,2,321,316,587,341,188
"2011","Westgate-on-Sea","E05005103","Total",3255,8,662,1168,1016,269,132
"2011","Aylesford","E05005104","Total",1991,9,222,330,912,424,94
"2011","Blue Bell Hill and Walderslade","E05005105","Total",1605,2,50,350,590,526,87
"2011","Borough Green and Long Mill","E05005106","Total",2788,4,143,560,1197,579,305
"2011","Burham, Eccles and Wouldham","E05005107","Total",1782,1,136,651,751,191,52
"2011","Cage Green","E05005108","Total",1732,4,147,410,709,339,123
"2011","Castle","E05005109","Total",2032,6,230,591,683,359,163
"2011","Ditton","E05008540","Total",1909,12,82,263,1168,306,78
"2011","Downs","E05005111","Total",1445,1,75,235,550,393,191
"2011","East Malling","E05005112","Total",2014,1,183,363,1041,321,105
"2011","East Peckham and Golden Green","E05005113","Total",1546,2,107,316,694,282,145
"2011","Hadlow, Mereworth and West Peckham","E05005114","Total",1796,3,105,422,774,308,184
"2011","Higham","E05005115","Total",2433,2,78,714,977,510,152
"2011","Hildenborough","E05005116","Total",1884,5,67,329,835,472,176
"2011","Ightham","E05005117","Total",763,1,12,92,206,267,185
"2011","Judd","E05005118","Total",1948,5,197,508,889,291,58
"2011","Kings Hill","E05005119","Total",2683,3,67,509,740,933,431
"2011","Larkfield North","E05008541","Total",2050,1,95,700,810,367,77
"2011","Larkfield South","E05005121","Total",1569,3,80,201,1029,224,32
"2011","Medway","E05005122","Total",2205,3,322,779,701,296,104
"2011","Snodland East","E05005123","Total",1775,5,289,489,871,106,15
"2011","Snodland West","E05005124","Total",2513,2,276,834,1128,226,47
"2011","Trench","E05005125","Total",1657,0,256,289,925,154,33
"2011","Vauxhall","E05005126","Total",2023,4,230,604,757,298,130
"2011","Wateringbury","E05005127","Total",810,1,56,160,245,268,80
"2011","West Malling and Leybourne","E05005128","Total",2405,2,196,638,979,471,119
"2011","Wrotham","E05005129","Total",782,1,104,133,320,136,88
"2011","Benenden and Cranbrook","E05005130","Total",2917,5,229,729,1076,566,312
"2011","Brenchley and Horsmonden","E05005131","Total",2036,1,100,342,720,504,369
"2011","Broadwater","E05005132","Total",1963,6,343,556,638,315,105
"2011","Capel","E05005133","Total",918,0,44,169,467,170,68
"2011","Culverden","E05005134","Total",4081,37,1385,1306,645,383,325
"2011","Frittenden and Sissinghurst","E05005135","Total",847,3,34,165,285,229,131
"2011","Goudhurst and Lamberhurst","E05005136","Total",1854,7,140,377,638,402,290
"2011","Hawkhurst and Sandhurst","E05005137","Total",2580,2,241,709,940,401,287
"2011","Paddock Wood East","E05005138","Total",1771,8,222,422,796,252,71
"2011","Paddock Wood West","E05005139","Total",1509,0,84,181,843,330,71
"2011","Pantiles and St Mark's","E05005140","Total",2991,8,487,765,634,640,457
"2011","Park","E05005141","Total",3327,17,573,1098,864,580,195
"2011","Pembury","E05005142","Total",2400,2,296,376,1061,516,149
"2011","Rusthall","E05005143","Total",2076,13,260,750,745,238,70
"2011","St James'","E05005144","Total",2844,16,723,1110,666,251,78
"2011","St John's","E05005145","Total",2864,10,385,637,1088,508,236
"2011","Sherwood","E05005146","Total",3001,5,477,971,1100,322,126
"2011","Southborough and High Brooms","E05005147","Total",3111,7,353,1067,1256,336,92
"2011","Southborough North","E05005148","Total",1781,2,295,371,477,471,165
"2011","Speldhurst and Bidborough","E05005149","Total",2303,5,143,302,658,728,467
"2011","Adderbury","E05006517","Total",1233,1,43,257,484,319,129
"2011","Ambrosden and Chesterton","E05006518","Total",1326,0,41,321,578,305,81
"2011","Banbury Calthorpe","E05006519","Total",2219,2,243,449,1016,422,87
"2011","Banbury Easington","E05006520","Total",3210,10,226,715,1508,619,132
"2011","Banbury Grimsbury and Castle","E05006521","Total",4852,23,1297,1682,1328,399,123
"2011","Banbury Hardwick","E05006522","Total",3404,4,290,888,1691,442,89
"2011","Banbury Neithrop","E05006523","Total",2301,4,266,509,1316,168,38
"2011","Banbury Ruscote","E05006524","Total",3139,5,247,473,2034,338,42
"2011","Bicester East","E05006525","Total",2246,4,89,475,1285,339,54
"2011","Bicester North","E05006526","Total",2683,7,298,683,891,666,138
"2011","Bicester South","E05006527","Total",2136,4,237,606,696,523,70
"2011","Bicester Town","E05006528","Total",2380,3,534,614,947,220,62
"2011","Bicester West","E05006529","Total",2841,1,90,551,1676,444,79
"2011","Bloxham and Bodicote","E05006530","Total",2399,2,84,470,968,666,209
"2011","Caversfield","E05006531","Total",1064,1,19,228,402,319,95
"2011","Cropredy","E05006532","Total",1161,9,57,252,433,293,117
"2011","Deddington","E05006533","Total",1107,0,54,207,389,326,131
"2011","Fringford","E05006534","Total",956,1,29,196,338,240,152
"2011","Hook Norton","E05006535","Total",1071,1,42,213,363,316,136
"2011","Kidlington North","E05006536","Total",2270,3,275,569,883,430,110
"2011","Kidlington South","E05006537","Total",3272,4,215,576,1891,478,108
"2011","Kirtlington","E05006538","Total",1227,2,97,219,502,267,140
"2011","Launton","E05006539","Total",1123,1,26,276,486,253,81
"2011","Otmoor","E05006540","Total",964,2,26,151,358,264,163
"2011","Sibford","E05006541","Total",1086,0,37,222,403,282,142
"2011","The Astons and Heyfords","E05006542","Total",2016,0,76,524,779,426,211
"2011","Wroxton","E05006543","Total",1087,2,59,185,415,275,151
"2011","Yarnton, Gosford and Water Eaton","E05006544","Total",1955,1,97,460,911,361,125
"2011","Barton and Sandhills","E05006545","Total",2850,8,385,820,1296,252,89
"2011","Blackbird Leys","E05006546","Total",2361,9,377,573,1186,185,31
"2011","Carfax","E05006547","Total",1246,5,529,480,127,69,36
"2011","Churchill","E05006548","Total",2527,10,436,741,857,328,155
"2011","Cowley","E05006549","Total",2487,12,251,519,1352,268,85
"2011","Cowley Marsh","E05006550","Total",2691,8,471,983,723,341,165
"2011","Headington","E05006551","Total",2556,11,530,633,676,458,248
"2011","Headington Hill and Northway","E05006552","Total",1846,1,188,427,819,292,119
"2011","Hinksey Park","E05006553","Total",2592,18,530,727,819,374,124
"2011","Holywell","E05006554","Total",168,1,49,55,24,18,21
"2011","Iffley Fields","E05006555","Total",2187,7,270,548,792,420,150
"2011","Jericho and Osney","E05006556","Total",2856,16,629,983,762,371,95
"2011","Littlemore","E05006557","Total",2694,6,264,860,1294,220,50
"2011","Lye Valley","E05006558","Total",2626,8,264,578,1281,351,144
"2011","Marston","E05006559","Total",2516,2,143,496,1374,379,122
"2011","North","E05006560","Total",1802,5,328,551,386,336,196
"2011","Northfield Brook","E05006561","Total",2721,9,489,989,1113,98,23
"2011","Quarry and Risinghurst","E05006562","Total",2639,7,315,467,1295,409,146
"2011","Rose Hill and Iffley","E05006563","Total",2555,8,340,690,978,407,132
"2011","St Clement's","E05006564","Total",2174,10,440,468,544,419,293
"2011","St Margaret's","E05006565","Total",1947,2,348,588,291,376,342
"2011","St Mary's","E05006566","Total",1906,5,519,422,379,290,291
"2011","Summertown","E05006567","Total",2835,18,458,761,786,548,264
"2011","Wolvercote","E05006568","Total",2593,2,282,636,831,573,269
"2011","Aston Rowant","E05006569","Total",951,3,38,175,342,260,133
"2011","Benson","E05006570","Total",2215,3,99,503,963,480,167
"2011","Berinsfield","E05006571","Total",2403,5,182,468,1179,387,182
"2011","Brightwell","E05006572","Total",961,3,41,186,355,232,144
"2011","Chalgrove","E05006573","Total",1091,1,23,204,578,249,36
"2011","Chiltern Woods","E05006574","Total",956,1,36,141,333,254,191
"2011","Chinnor","E05006575","Total",2334,2,80,360,1224,522,146
"2011","Cholsey and Wallingford South","E05006576","Total",2231,2,146,510,922,504,147
"2011","Crowmarsh","E05006577","Total",973,2,54,200,384,233,100
"2011","Didcot All Saints","E05006578","Total",2265,4,198,635,1093,261,74
"2011","Didcot Ladygrove","E05006579","Total",3173,3,186,1266,1060,583,75
"2011","Didcot Northbourne","E05006580","Total",2384,4,472,762,855,255,36
"2011","Didcot Park","E05006581","Total",2311,3,136,558,1259,292,63
"2011","Forest Hill and Holton","E05006582","Total",1063,0,73,225,367,246,152
"2011","Garsington","E05006583","Total",1086,2,62,236,450,237,99
"2011","Goring","E05006584","Total",2380,3,113,401,877,696,290
"2011","Great Milton","E05006585","Total",1083,1,73,186,449,249,125
"2011","Hagbourne","E05006586","Total",1067,2,44,161,435,275,150
"2011","Henley North","E05006587","Total",2616,5,284,847,879,463,138
"2011","Henley South","E05006588","Total",2641,2,298,739,803,547,252
"2011","Sandford","E05006589","Total",1038,3,120,257,342,222,94
"2011","Shiplake","E05006590","Total",1888,4,82,248,583,578,393
"2011","Sonning Common","E05006591","Total",2184,4,67,385,917,537,274
"2011","Thame North","E05006592","Total",2301,6,203,571,958,502,61
"2011","Thame South","E05006593","Total",2422,2,219,659,840,507,195
"2011","Wallingford North","E05006594","Total",2647,9,418,728,1072,360,60
"2011","Watlington","E05006595","Total",2252,0,151,461,891,490,259
"2011","Wheatley","E05006596","Total",2230,3,210,530,817,498,172
"2011","Woodcote","E05006597","Total",958,0,46,200,354,296,62
"2011","Abingdon Abbey and Barton","E05006598","Total",2612,6,507,960,731,315,93
"2011","Abingdon Caldecott","E05006599","Total",1830,2,162,397,1002,216,51
"2011","Abingdon Dunmore","E05006600","Total",1866,1,146,308,584,688,139
"2011","Abingdon Fitzharris","E05006601","Total",1862,1,229,457,625,435,115
"2011","Abingdon Northcourt","E05006602","Total",1987,3,126,489,802,458,109
"2011","Abingdon Ock Meadow","E05006603","Total",2187,7,347,524,879,384,46
"2011","Abingdon Peachcroft","E05006604","Total",1696,2,101,190,816,510,77
"2011","Appleton and Cumnor","E05006605","Total",2739,2,98,504,900,866,369
"2011","Blewbury and Upton","E05006606","Total",880,0,70,185,328,203,94
"2011","Craven","E05006607","Total",972,0,34,167,389,223,159
"2011","Drayton","E05006608","Total",958,0,80,178,397,225,78
"2011","Faringdon and The Coxwells","E05006609","Total",3386,5,334,983,1237,619,208
"2011","Greendown","E05006610","Total",910,1,43,158,386,214,108
"2011","Grove","E05006611","Total",2918,2,123,526,1559,622,86
"2011","Hanneys","E05006612","Total",929,0,25,150,348,257,149
"2011","Harwell","E05006613","Total",1577,4,100,339,585,400,149
"2011","Hendreds","E05006614","Total",1692,3,124,368,692,355,150
"2011","Kennington and South Hinksey","E05006615","Total",1843,2,98,321,853,417,152
"2011","Kingston Bagpuize with Southmoor","E05006616","Total",935,2,25,150,348,309,101
"2011","Longworth","E05006617","Total",948,1,32,142,333,247,193
"2011","Marcham and Shippon","E05006618","Total",1173,1,49,223,517,278,105
"2011","North Hinksey and Wytham","E05006619","Total",1885,1,180,263,1020,282,139
"2011","Radley","E05006620","Total",1002,1,119,293,324,197,68
"2011","Shrivenham","E05006621","Total",1929,2,82,333,611,712,189
"2011","Stanford","E05006622","Total",990,1,36,192,452,205,104
"2011","Sunningwell and Wootton","E05006623","Total",1830,6,110,378,656,418,262
"2011","Sutton Courtenay and Appleford","E05006624","Total",1154,3,77,239,444,244,147
"2011","Wantage Charlton","E05006625","Total",3105,5,398,744,1122,667,169
"2011","Wantage Segsbury","E05006626","Total",1612,0,57,264,786,437,68
"2011","Alvescot and Filkins","E05006627","Total",749,1,28,170,268,175,107
"2011","Ascott and Shipton","E05006628","Total",831,0,45,169,303,222,92
"2011","Bampton and Clanfield","E05006629","Total",1582,1,103,384,650,308,136
"2011","Brize Norton and Shilton","E05006630","Total",834,0,48,231,310,164,81
"2011","Burford","E05006631","Total",863,2,91,224,273,171,102
"2011","Carterton North East","E05006632","Total",2327,8,119,829,875,428,68
"2011","Carterton North West","E05006633","Total",1890,4,195,563,778,306,44
"2011","Carterton South","E05006634","Total",1668,1,145,389,738,351,44
"2011","Chadlington and Churchill","E05006635","Total",809,1,38,165,295,204,106
"2011","Charlbury and Finstock","E05006636","Total",1640,0,112,364,676,338,150
"2011","Chipping Norton","E05006637","Total",2815,1,236,865,1206,389,118
"2011","Ducklington","E05006638","Total",853,1,32,202,368,185,65
"2011","Eynsham and Cassington","E05006639","Total",2418,3,143,544,1089,492,147
"2011","Freeland and Hanborough","E05006640","Total",1657,4,75,249,735,476,118
"2011","Hailey, Minster Lovell and Leafield","E05006641","Total",1657,2,59,371,722,373,130
"2011","Kingham, Rollright and Enstone","E05006642","Total",1629,5,88,380,596,366,194
"2011","Milton-under-Wychwood","E05006643","Total",871,1,48,213,351,178,80
"2011","North Leigh","E05006644","Total",779,0,31,138,338,198,74
"2011","Standlake, Aston and Stanton Harcourt","E05006645","Total",1663,5,100,330,579,461,188
"2011","Stonesfield and Tackley","E05006646","Total",1674,1,84,359,687,378,165
"2011","The Bartons","E05006647","Total",816,0,29,181,323,204,79
"2011","Witney Central","E05006648","Total",2252,6,211,657,1050,254,74
"2011","Witney East","E05006649","Total",3198,9,293,914,1157,633,192
"2011","Witney North","E05006650","Total",1592,2,81,243,849,325,92
"2011","Witney South","E05006651","Total",2650,5,398,649,1194,322,82
"2011","Witney West","E05006652","Total",1729,1,172,512,558,418,68
"2011","Woodstock and Bladon","E05006653","Total",1795,3,158,479,689,343,123
"2011","Claygate","E05007251","Total",2788,1,140,518,950,732,447
"2011","Cobham and Downside","E05007252","Total",2758,3,259,673,772,595,456
"2011","Cobham Fairmile","E05007253","Total",1697,0,108,281,529,313,466
"2011","Esher","E05007254","Total",2638,5,217,614,537,558,707
"2011","Hersham North","E05007255","Total",2469,3,299,514,1102,399,152
"2011","Hersham South","E05007256","Total",2664,9,430,514,862,430,419
"2011","Hinchley Wood","E05007257","Total",1859,2,107,244,563,738,205
"2011","Long Ditton","E05007258","Total",2504,4,235,577,739,655,294
"2011","Molesey East","E05007259","Total",2685,15,259,695,729,629,358
"2011","Molesey North","E05007260","Total",2509,3,134,565,1223,492,92
"2011","Molesey South","E05007261","Total",2824,3,462,824,1250,226,59
"2011","Oatlands Park","E05007262","Total",2662,2,205,742,652,691,370
"2011","Oxshott and Stoke D'Abernon","E05007263","Total",2422,3,147,210,589,638,835
"2011","St George's Hill","E05007264","Total",2567,1,131,689,602,557,587
"2011","Thames Ditton","E05007265","Total",2451,3,182,728,642,581,315
"2011","Walton Ambleside","E05007266","Total",1563,3,94,282,878,236,70
"2011","Walton Central","E05007267","Total",3063,4,458,1039,883,428,251
"2011","Walton North","E05007268","Total",2787,2,448,910,1188,187,52
"2011","Walton South","E05007269","Total",2643,1,210,674,833,614,311
"2011","Weston Green","E05007270","Total",1367,0,24,184,332,524,303
"2011","Weybridge North","E05007271","Total",1914,2,347,534,612,293,126
"2011","Weybridge South","E05007272","Total",2088,10,359,681,406,358,274
"2011","Auriol","E05007273","Total",1512,0,34,244,859,311,64
"2011","College","E05007274","Total",2248,9,264,509,419,749,298
"2011","Court","E05007275","Total",2567,10,360,695,1131,297,74
"2011","Cuddington","E05007276","Total",2366,1,195,442,1044,554,130
"2011","Ewell","E05007277","Total",2439,4,362,881,663,406,123
"2011","Ewell Court","E05007278","Total",2220,1,118,603,1115,305,78
"2011","Nonsuch","E05007279","Total",1929,4,9,110,544,838,424
"2011","Ruxley","E05007280","Total",2525,1,211,1024,944,250,95
"2011","Stamford","E05007281","Total",2348,1,57,661,985,484,160
"2011","Stoneleigh","E05007282","Total",1791,1,62,199,892,538,99
"2011","Town","E05007283","Total",3154,16,743,1235,782,290,88
"2011","West Ewell","E05007284","Total",2399,5,94,477,1455,307,61
"2011","Woodcote","E05007285","Total",2286,5,153,465,850,614,199
"2011","Ash South and Tongham","E05007286","Total",3297,7,354,994,1291,550,101
"2011","Ash Vale","E05007287","Total",2452,4,272,817,867,419,73
"2011","Ash Wharf","E05007288","Total",2578,3,255,632,1289,345,54
"2011","Burpham","E05007289","Total",2367,8,440,480,757,556,126
"2011","Christchurch","E05007290","Total",2063,1,159,573,375,626,329
"2011","Clandon and Horsley","E05007291","Total",3425,5,115,562,986,1063,694
"2011","Effingham","E05007292","Total",1054,0,42,186,404,272,150
"2011","Friary and St Nicolas","E05007293","Total",3979,16,912,1317,1002,501,231
"2011","Holy Trinity","E05007294","Total",3661,34,1107,983,574,540,423
"2011","Lovelace","E05007295","Total",1009,1,99,259,360,194,96
"2011","Merrow","E05007296","Total",3303,11,413,618,1159,837,265
"2011","Normandy","E05007297","Total",1310,1,68,400,506,246,89
"2011","Onslow","E05007298","Total",2152,8,167,255,1022,528,172
"2011","Pilgrims","E05007299","Total",990,2,46,149,339,265,189
"2011","Pirbright","E05007300","Total",1101,0,31,290,426,251,103
"2011","Send","E05007301","Total",1665,1,75,261,695,453,180
"2011","Shalford","E05007302","Total",2230,3,220,631,754,414,208
"2011","Stoke","E05007303","Total",2400,7,355,532,1226,224,56
"2011","Stoughton","E05007304","Total",3717,20,426,853,1780,491,147
"2011","Tillingbourne","E05007305","Total",2247,2,103,523,788,500,331
"2011","Westborough","E05007306","Total",3517,8,409,958,1592,410,140
"2011","Worplesdon","E05007307","Total",3456,3,166,802,1716,540,229
"2011","Ashtead Common","E05007308","Total",1617,2,126,219,723,434,113
"2011","Ashtead Park","E05007309","Total",1654,2,118,310,477,457,290
"2011","Ashtead Village","E05007310","Total",2368,11,168,400,845,657,287
"2011","Beare Green","E05007311","Total",863,4,190,252,249,126,42
"2011","Bookham North","E05007312","Total",2444,12,327,400,676,724,305
"2011","Bookham South","E05007313","Total",2396,11,228,419,876,650,212
"2011","Box Hill and Headley","E05007314","Total",1013,4,163,454,227,105,60
"2011","Brockham, Betchworth and Buckland","E05007315","Total",1853,1,152,387,767,375,171
"2011","Capel, Leigh and Newdigate","E05007316","Total",1778,4,188,366,601,403,216
"2011","Charlwood","E05007317","Total",911,4,74,239,336,171,87
"2011","Dorking North","E05007318","Total",1842,14,315,483,637,297,96
"2011","Dorking South","E05007319","Total",3025,15,550,810,824,568,258
"2011","Fetcham East","E05007320","Total",1508,5,91,229,424,461,298
"2011","Fetcham West","E05007321","Total",1604,0,78,281,672,440,133
"2011","Holmwoods","E05007322","Total",2703,10,405,758,1107,304,119
"2011","Leatherhead North","E05007323","Total",3177,41,804,1042,963,233,94
"2011","Leatherhead South","E05007324","Total",1913,4,267,617,452,317,256
"2011","Leith Hill","E05007325","Total",680,0,40,116,250,158,116
"2011","Mickleham, Westhumble and Pixham","E05007326","Total",804,4,72,235,273,128,92
"2011","Okewood","E05007327","Total",757,4,54,161,290,149,99
"2011","Westcott","E05007328","Total",918,1,97,218,356,152,94
"2011","Banstead Village","E05007329","Total",3349,4,260,861,1249,748,227
"2011","Chipstead, Hooley and Woodmansterne","E05007330","Total",3325,3,141,656,1377,734,414
"2011","Earlswood and Whitebushes","E05007331","Total",3553,6,370,1099,1521,406,151
"2011","Horley Central","E05007332","Total",3587,19,625,1250,1100,435,158
"2011","Horley East","E05007333","Total",2336,2,127,486,981,584,156
"2011","Horley West","E05007334","Total",3134,3,217,600,1698,527,89
"2011","Kingswood with Burgh Heath","E05007335","Total",2767,3,157,658,850,573,526
"2011","Meadvale and St John's","E05007336","Total",3035,7,208,711,1177,627,305
"2011","Merstham","E05007337","Total",3225,5,393,850,1448,364,165
"2011","Nork","E05007338","Total",2888,5,110,387,1130,948,308
"2011","Preston","E05007339","Total",1176,0,104,480,505,74,13
"2011","Redhill East","E05007340","Total",4284,19,864,1445,1256,558,142
"2011","Redhill West","E05007341","Total",3421,27,599,979,1112,549,155
"2011","Reigate Central","E05007342","Total",3116,9,471,869,919,556,292
"2011","Reigate Hill","E05007343","Total",2281,4,284,720,405,479,389
"2011","Salfords and Sidlow","E05007344","Total",1075,0,80,212,451,242,90
"2011","South Park and Woodhatch","E05007345","Total",2950,3,215,736,1551,362,83
"2011","Tadworth and Walton","E05007346","Total",2798,5,146,540,787,841,479
"2011","Tattenhams","E05007347","Total",3123,7,341,794,1334,482,165
"2011","Addlestone Bourneside","E05007348","Total",2602,1,494,889,923,250,45
"2011","Addlestone North","E05007349","Total",2516,4,360,828,993,274,57
"2011","Chertsey Meads","E05007350","Total",2651,7,444,888,889,353,70
"2011","Chertsey St Ann's","E05007351","Total",2711,6,451,1040,856,278,80
"2011","Chertsey South and Row Town","E05007352","Total",2075,0,133,482,975,405,80
"2011","Egham Hythe","E05007353","Total",2713,3,504,722,1171,256,57
"2011","Egham Town","E05007354","Total",2709,4,501,824,808,373,199
"2011","Englefield Green East","E05007355","Total",1213,3,133,264,265,318,230
"2011","Englefield Green West","E05007356","Total",2120,3,456,429,622,380,230
"2011","Foxhills","E05007357","Total",2374,3,299,682,735,481,174
"2011","New Haw","E05007358","Total",2367,5,261,532,1088,395,86
"2011","Thorpe","E05007359","Total",2187,2,164,490,870,540,121
"2011","Virginia Water","E05007360","Total",2323,3,110,488,622,613,487
"2011","Woodham","E05007361","Total",2153,1,83,393,976,559,141
"2011","Ashford Common","E05007362","Total",3324,2,285,1028,1494,432,83
"2011","Ashford East","E05007363","Total",2959,5,338,811,1247,446,112
"2011","Ashford North and Stanwell South","E05007364","Total",3140,8,292,1023,1405,350,62
"2011","Ashford Town","E05007365","Total",2703,6,184,653,1305,461,94
"2011","Halliford and Sunbury West","E05007366","Total",2496,1,361,441,1208,413,72
"2011","Laleham and Shepperton Green","E05007367","Total",3326,6,301,1000,1486,416,117
"2011","Riverside and Laleham","E05007368","Total",2846,4,196,717,1277,529,123
"2011","Shepperton Town","E05007369","Total",3047,3,312,910,1156,525,141
"2011","Staines","E05007370","Total",3528,13,857,974,1135,459,90
"2011","Staines South","E05007371","Total",2899,7,422,713,1405,291,61
"2011","Stanwell North","E05007372","Total",3250,43,770,730,1430,214,63
"2011","Sunbury Common","E05007373","Total",3163,11,337,908,1517,335,55
"2011","Sunbury East","E05007374","Total",2831,1,236,656,1031,708,199
"2011","Bagshot","E05007375","Total",2332,4,298,447,950,517,116
"2011","Bisley","E05007376","Total",1310,3,86,192,476,463,90
"2011","Chobham","E05007377","Total",1616,3,125,328,609,351,200
"2011","Frimley","E05007378","Total",2354,3,173,379,1137,551,111
"2011","Frimley Green","E05007379","Total",2266,0,110,440,963,617,136
"2011","Heatherside","E05007380","Total",2344,2,120,274,955,764,229
"2011","Lightwater","E05007381","Total",2778,3,244,501,862,951,217
"2011","Mytchett and Deepcut","E05007382","Total",2738,4,258,658,1124,481,213
"2011","Old Dean","E05007383","Total",1769,2,196,349,1053,135,34
"2011","Parkside","E05007384","Total",2360,0,85,202,855,836,382
"2011","St Michaels","E05007385","Total",2181,4,383,711,666,302,115
"2011","St Pauls","E05007386","Total",2089,0,55,225,255,1013,541
"2011","Town","E05007387","Total",2009,2,202,521,569,460,255
"2011","Watchetts","E05007388","Total",1930,4,141,459,737,377,212
"2011","West End","E05007389","Total",1688,3,80,294,567,603,141
"2011","Windlesham","E05007390","Total",1782,5,88,280,474,705,230
"2011","Chaldon","E05007391","Total",644,3,12,80,205,210,134
"2011","Dormansland and Felcourt","E05007392","Total",1450,2,83,263,526,376,200
"2011","Felbridge","E05007393","Total",829,1,50,122,250,273,133
"2011","Godstone","E05007394","Total",2386,2,232,644,978,365,165
"2011","Harestone","E05007395","Total",1679,5,118,537,429,408,182
"2011","Limpsfield","E05007396","Total",1430,0,74,250,342,413,351
"2011","Lingfield and Crowhurst","E05007397","Total",1749,0,189,447,665,312,136
"2011","Oxted North and Tandridge","E05007398","Total",2330,3,206,543,752,522,304
"2011","Oxted South","E05007399","Total",2358,9,200,474,1072,445,158
"2011","Portley","E05007400","Total",1726,3,85,401,799,302,136
"2011","Queens Park","E05007401","Total",1549,1,237,358,537,302,114
"2011","Tatsfield and Titsey","E05007402","Total",739,1,40,131,293,202,72
"2011","Valley","E05007403","Total",1842,3,315,658,653,155,58
"2011","Warlingham East and Chelsham and Farleigh","E05007404","Total",2308,3,222,673,929,341,140
"2011","Warlingham West","E05007405","Total",1366,0,69,280,421,356,240
"2011","Westway","E05007406","Total",1747,4,209,580,694,213,47
"2011","Whyteleafe","E05007407","Total",1783,4,364,690,476,192,57
"2011","Woldingham","E05007408","Total",744,0,32,106,176,191,239
"2011","Bletchingley and Nutfield","E05007409","Total",2314,2,225,581,891,416,199
"2011","Burstow, Horne and Outwood","E05007410","Total",2369,2,211,587,847,533,189
"2011","Alfold, Cranleigh Rural and Ellens Green","E05007411","Total",861,0,135,298,232,136,60
"2011","Blackheath and Wonersh","E05007412","Total",748,0,30,161,241,174,142
"2011","Bramley, Busbridge and Hascombe","E05007413","Total",1796,5,184,345,627,380,255
"2011","Chiddingfold and Dunsfold","E05007414","Total",1560,1,107,246,567,425,214
"2011","Cranleigh East","E05007415","Total",2723,3,277,567,1032,673,171
"2011","Cranleigh West","E05007416","Total",1649,2,201,331,530,459,126
"2011","Elstead and Thursley","E05007417","Total",1611,1,119,367,535,366,223
"2011","Ewhurst","E05007418","Total",814,1,64,163,278,196,112
"2011","Farnham Bourne","E05007419","Total",1585,0,39,263,426,492,365
"2011","Farnham Castle","E05007420","Total",1879,3,389,623,528,233,103
"2011","Farnham Firgrove","E05007421","Total",1790,1,175,413,624,406,171
"2011","Farnham Hale and Heath End","E05007422","Total",1806,3,127,370,831,380,95
"2011","Farnham Moor Park","E05007423","Total",2014,4,202,537,570,408,293
"2011","Farnham Shortheath and Boundstone","E05007424","Total",1662,1,104,399,597,424,137
"2011","Farnham Upper Hale","E05007425","Total",1685,4,70,332,750,451,78
"2011","Farnham Weybourne and Badshot Lea","E05007426","Total",1843,4,223,409,811,327,69
